
1024 2e-06
4096 3e-06
16384 3e-06
65536 3e-06
131072 2e-06
262144 4e-06
524288 3e-06
1048576 4e-06
2097152 4e-06
4194304 3e-06
8388608 3e-06
16777216 2e-06
33554432 3e-06
67108864 4e-06
134217728 5e-06
268435456 4e-06
536870912 4e-06
